.model,.type,ME,RMSE,MAE,MPE,MAPE,MASE,RMSSE,ACF1
arima_drift,Test,0.0031805261958254396,0.028105937291739425,0.02226983043927754,0.341495821962331,2.0680635802699348,0.18281204091944245,0.15924851266389137,0.206427926464301
arima_auto,Test,-0.15306796151506005,0.1784239346516521,0.15306796151506005,-15.290080843836746,15.290080843836746,1.2565280422878062,1.0109517402668504,0.5702579571660097
arima_no_drift,Test,-0.1599020662937434,0.18612856469338668,0.1599020662937434,-15.967541537986323,15.967541537986323,1.3126289024113262,1.0546062486376628,0.5770533030276512
