.model,term,estimate,std.error,statistic,p.value
arima_auto,constant,-0.011110277627188584,0.007255578490399772,-1.531273852510749,0.13055449225847507
arima_drift,constant,-0.011110277627188584,0.007255578490399772,-1.531273852510749,0.13055449225847507
arima_with_tfr,ma1,0.8343547131615069,0.14703133426997614,5.674672798857151,3.3526240794431515e-7
arima_with_tfr,ma2,0.6347554004535704,0.14975390359191335,4.238656791099814,7.142819067130964e-5
arima_with_tfr,ma3,0.41553548975127436,0.08045319190426063,5.1649347889858985,2.4059339614938528e-6
arima_with_tfr,tfr,0.11595154757740644,0.013985727424275674,8.290705521412063,7.993703922010451e-12
arima_with_tfr,intercept,10.440557858376952,0.034328046494414254,304.140751501132,1.3882787472995728e-105
