.model,lb_stat,lb_pvalue
arima_auto,9.326751665031859,0.5013997467784321
arima_drift,9.326751665031859,0.5013997467784321
arima_no_drift,9.225513006528725,0.510843804159897
arima_with_tfr,21.391665935248213,0.018522079979962136
